,Name,coeff,Salary
297,Leandro Barbosa,0.03273551504873881,19380568.0
298,Anthony Bennett,0.03239800679962093,23670952.0
299,Jonathon Simmons,0.03239531574263141,3150558.0
300,Darius Songaila,0.03182711144311665,28908000.0
301,Jamaal Franklin,0.031437804005820795,4597516.0
302,Kyle Anderson,0.03109966232939637,6709680.0
303,Reggie Bullock,0.03088189559556013,7126740.0
304,Aaron Gordon,0.030329222702711787,24491160.0
305,Morris Almond,0.030082807206171007,454758.0
306,Tarik Black,0.029230339988308134,4057185.0
307,Solomon Alabi,0.028143093860849615,4660000.0
308,Andre Drummond,0.02529914432757502,15993256.5
309,Carlos Delfino,0.024648230095250776,19800000.0
310,Andrew Bynum,0.023886080930318566,69733500.0
311,John Lucas III,0.023471900533782765,5362482.0
312,Jared Sullinger,0.023046959186369398,9999630.0
313,Dexter Pittman,0.020660282328162822,4180376.0
314,Mario Hezonja,0.02051424332714097,22448880.0
315,Victor Oladipo,0.020279422539373985,29547360.0
316,Carlos Boozer,0.019954863858711654,74101200.0
317,Lamar Patterson,0.019874942781342803,3150558.0
318,Greg Smith,0.01957964849304433,3299350.5
319,Cameron Payne,0.019327750985321978,12129120.0
320,RJ Hunter,0.01874555601687818,6891840.0
321,Gilbert Arenas,0.018301130766925598,36508704.0
322,Derrick Byars,0.01780643711956149,3935931.0
323,Devyn Marble,0.017580000779107704,5189814.0
324,Alex Len,0.016611052195091004,21899520.0
325,Andrew Goudelock,0.01612971772239648,2022612.0
326,Jeff Foote,0.015659964821684563,229164.0
327,Furkan Aldemir,0.015147205522978593,17400000.0
328,Shavlik Randolph,0.013704021766413886,4419458.4
329,Jordan McRae,0.013580161144646849,667176.0
330,Travis Wear,0.013566241285839806,3044016.0
331,James White,0.012762464900026636,5010766.0
332,Jason Kapono,0.009166865241541679,16700436.0
333,Mustafa Shakur,0.009139486462928607,1356972.0
334,Mikki Moore,0.00843808246601398,1954166.0
335,Ryan Reid,0.008186380374776207,2850000.0
336,Jabari Brown,0.007338971564070073,2714235.0
337,Jannero Pargo,0.00732490746167688,4233756.0
338,Bryce Dejean-Jones,0.00660128075956915,1019298.0
339,Armon Johnson,0.0063900091418122255,1365184.0
340,Francisco Elson,0.005876450514242456,5126334.0
341,Ryan Gomes,0.003272330470016628,24000000.0
342,Taj Gibson,0.0026477087887838793,33779090.0
343,Carldell Johnson,0.0017905355568777056,2841624.0
344,Nolan Smith,0.0016611438066099049,8194320.0
345,Casper Ware,0.001265243972661866,4898892.0
346,Gustavo Ayon,0.000478668458318744,9135000.0
347,Etan Thomas,0.0,5126334.0
348,Carrick Felix,0.0,3979446.0
349,Pape Sy,0.0,4102696.0
350,Jordan Mickey,0.0,7025760.0
351,Bryce Cotton,0.0,2380248.0
352,Darington Hobson,0.0,3995988.0
353,Jack Cooley,0.0,2714235.0
354,Travis Leslie,0.0,3786585.0
355,Edy Tavares,0.0,6000000.0
356,Vernon Macklin,0.0,2841624.0
357,Doron Lamb,-0.00038461879352851653,5112345.0
358,Luke Babbitt,-0.0017772696349693934,7899681.0
359,Anthony Carter,-0.005031964879388378,5126334.0
360,Joe Smith,-0.005679501064136487,5126334.0
361,Zabian Dowdell,-0.006820085201381341,3528800.0
362,Aaron Harrison,-0.007246180576981987,3150558.0
363,Brandon Knight,-0.007822995815693134,30107804.4
364,Von Wafer,-0.00849595011499722,5986814.0
365,Josh Powell,-0.00976213170081979,4664893.2
366,Sasha Pavlovic,-0.009850387385831159,4596372.0
367,Tyler Zeller,-0.009893742107764251,11275942.5
368,Noah Vonleh,-0.01052455028068095,15485760.0
369,Cory Higgins,-0.011635374479978514,3707397.0
370,Chris Andersen,-0.012288742645146958,22221215.0
371,Delon Wright,-0.01255877787198452,9056160.0
372,Zoran Dragic,-0.012890740001607472,10237350.0
373,Larry Hughes,-0.012902822385129428,5126334.0
374,Rudy Fernandez,-0.013794181547190493,11215132.0
375,Antonio McDyess,-0.014150123642802326,30600000.0
376,Keith Bogans,-0.014314025860089348,17431684.8
377,Chris Wilcox,-0.01514529933101143,13708778.0
378,Josh Davis,-0.01630347877956844,5126334.0
379,Timofey Mozgov,-0.016439432160469277,24051421.0
380,Derrick Caracter,-0.016716810577203735,3995988.0
381,Maalik Wayns,-0.016936938233243902,4733232.0
382,T.J. Warren,-0.017717582320547348,11982600.0
383,Gal Mekel,-0.01776711595085641,3372462.0
384,Aaron Brooks,-0.018456972922216142,10482920.0
385,Rasheed Wallace,-0.018569112292824194,26998058.0
386,Dorell Wright,-0.018759120718100784,21142800.0
387,Shayne Whittington,-0.019043077961518617,4057185.0
388,Fab Melo,-0.019190216090623453,7528320.0
389,Ime Udoka,-0.019733856152767387,4251840.0
390,Mychel Thompson,-0.019930589071101686,3707397.0
391,Jermaine Taylor,-0.02025201890114071,4685226.0
392,Jamaal Magloire,-0.020510806619444315,5126334.0
393,Charlie Bell,-0.020767174427356965,25295264.0
394,Darius Miller,-0.021011461639155668,4355438.0
395,Richaun Holmes,-0.021093184055335737,6445014.0
396,Miroslav Raduljica,-0.02117581604575634,9000000.0
397,Sean Kilpatrick,-0.021324066155436645,805290.0
398,Delonte West,-0.021680193994103633,5126334.0
399,Craig Brackins,-0.022060061129128613,8233680.0
400,Caron Butler,-0.025650027430943557,32755636.0
401,Tyler Hansbrough,-0.027786882338538047,14648410.0
402,Justin Harper,-0.027847172931151805,3707397.0
403,Rodney Carney,-0.029927525326444885,5126334.0
404,Ben Hansbrough,-0.030870924700487974,2841624.0
405,Shelvin Mack,-0.03093227633388403,7593220.8
406,Nemanja Nedovic,-0.031120207765062857,6482880.0
407,Glen Davis,-0.03260021177558661,24922870.5
408,Matt Barnes,-0.03331479958184786,17109950.0
409,Kristaps Porzingis,-0.034315482734565014,24790320.0
410,Ersan Ilyasova,-0.03463983461469338,36461500.0
411,Bruno Caboclo,-0.03527091746987731,8947080.0
412,Josh Richardson,-0.035837813923255316,3150558.0
413,Trevor Booker,-0.03662993396012441,16976120.0
414,Giannis Antetokounmpo,-0.03693595363285661,11239440.0
415,Allen Crabbe,-0.03696698291646344,5268552.0
416,Courtney Fortson,-0.0377795506896716,2756370.0
417,DeAndre Liggins,-0.03869666563558032,4073691.0
418,Jeremy Tyler,-0.03888047133871262,4375413.0
419,Royal Ivey,-0.038945600851952464,6508778.0
420,Jared Cunningham,-0.03972616907252718,4597864.5
421,Jan Vesely,-0.03973032188007432,19493760.0
422,Gordon Hayward,-0.04067148721761269,41383513.0
423,Kevin Murphy,-0.04110754030914711,2841624.0
424,Nando De Colo,-0.04175866608687583,8589000.0
425,Joey Graham,-0.041801300546748486,6413124.0
426,Greg Oden,-0.04306341798144873,15967225.5
427,Fabricio Oberto,-0.04334061673809906,5126334.0
428,Jason Smith,-0.0435232078075478,17265913.0
429,Trey Lyles,-0.04494425425972915,13438800.0
430,Chris Douglas-Roberts,-0.04496644134776218,4641162.0
431,Steven Adams,-0.04532085695009182,13109760.0
432,Matt Carroll,-0.04576801914583973,23400000.0
433,Maurice Harkless,-0.04613288529861575,12602368.5
434,Pooh Jeter,-0.04787620890144961,2841624.0
435,Andris Biedrins,-0.04850739401188362,54000000.0
436,Al Thornton,-0.04855980028928786,1266504.0
437,Cameron Bairstow,-0.048565059601241585,4057185.0
438,Stephen Jackson,-0.04887827062867991,39145500.0
439,Yao Ming,-0.04898373904412522,106116600.0
440,Tony Battie,-0.04910975475565627,5126334.0
441,Trey Thompkins,-0.050920333361152266,3891585.0
442,Sergey Karasev,-0.05125824933526109,9203040.0
443,Mickael Gelabale,-0.051327370540839246,2080686.0
444,Kyrie Irving,-0.051570328411156434,47526613.2
445,Jerryd Bayless,-0.05259881981449675,17469880.0
446,Kirk Hinrich,-0.05482819864536384,30804940.0
447,Brian Cardinal,-0.05497183378310685,5126334.0
448,Jorge Gutierrez,-0.056286488422695985,680592.0
449,Dionte Christmas,-0.057313801746720995,3560532.0
450,Gerald Wallace,-0.05753533559846938,60000000.0
451,Jordan Hamilton,-0.05886244939397105,5494718.4
452,Jarell Eddie,-0.06058481748397824,3370296.0
453,Lorenzo Brown,-0.060770908690742295,1184433.0
454,Markel Brown,-0.06085102886309777,4057185.0
455,Marcus Thornton,-0.06115157013938276,32637795.0
456,Karl-Anthony Towns,-0.06212209936771264,34221600.0
457,Chris Wright,-0.06216822813653532,2279509.2
458,Damjan Rudez,-0.0633165001794561,6748500.0
459,James Ennis III,-0.06398750586039047,4057185.0
460,Acie Law,-0.06545150616398543,3799518.0
461,Ian Clark,-0.0659398315546016,4507876.0
462,Metta World Peace,-0.06785893389712795,32681604.0
463,Mike Scott,-0.06800638101626892,11893713.0
464,Festus Ezeli,-0.06877899386192705,7814262.0
465,Juwan Howard,-0.07058673567542197,3688950.0
466,Mario West,-0.07107231470303235,120618.0
467,Diante Garrett,-0.07212113526336338,4216226.0
468,Malcolm Lee,-0.07309951345488791,4189904.0
469,Greivis Vasquez,-0.07455835344087264,18490988.0
470,Erick Green,-0.07467015060404769,1820262.0
471,Steve Nash,-0.07476744877940099,60362400.0
472,Thomas Robinson,-0.07560606792678964,17341182.0
473,Tony Snell,-0.07579710719521011,8739540.0
474,Sean Marks,-0.07665418753662888,4794630.0
475,Terry Rozier,-0.07671626778093506,10946160.0
476,Ognjen Kuzmic,-0.07701370008681695,3919986.0
477,Jordan Farmar,-0.07717690801524174,17953551.6
478,Cody Zeller,-0.07903974409724403,23923260.0
479,Terrence Williams,-0.0798800088078867,5428256.0
480,Justise Winslow,-0.08039926347515565,14890320.0
481,Malcolm Thomas,-0.08245455304811475,4444706.0
482,Randy Foye,-0.08366666930365774,20135000.0
483,Hassan Whiteside,-0.08585309938683079,5028532.8
484,Mickell Gladness,-0.08622240450997064,2699079.0
485,Shelden Williams,-0.08686014946139659,5126334.0
486,Peyton Siva,-0.08749075496700448,3919986.0
487,Mitch McGary,-0.08773025113146389,8589240.0
488,Mehmet Okur,-0.08775009443671232,63450000.0
489,Larry Owens,-0.08926096170557808,133722.0
490,Tim Frazier,-0.08995324484820214,2714235.0
491,J.J. Barea,-0.0902400872637528,20495359.0
492,Eduardo Najera,-0.09128165225640981,17000000.0
493,Monta Ellis,-0.09183743828801584,59660000.0
494,Damion James,-0.09234676672304346,3805806.0
495,Eddy Curry,-0.09424100339245613,26478740.0
496,Bradley Beal,-0.09454709563186868,28257771.0
497,Dewayne Dedmon,-0.09464806646523274,4127516.0
498,Ryan Kelly,-0.09472217261238713,7728860.0
499,Joel Przybilla,-0.09499764678046038,18000326.0
500,Darren Collison,-0.09716124931477874,16428223.0
501,Justin Anderson,-0.09803433028019526,8694000.0
502,Johan Petro,-0.09940151185195498,20000000.0
503,Joe Young,-0.10090750674832147,6042156.0
504,Elliot Williams,-0.10102831395637142,5101423.0
505,Mike Miller,-0.10256090728320227,21163569.0
506,Darryl Watkins,-0.10387884848867303,3343810.0
507,Reggie Evans,-0.10404038545016661,13225552.8
508,DeJuan Blair,-0.10522626939100123,7910293.0
509,Dan Gadzuric,-0.10767927281695613,16344214.0
510,Jerome Dyson,-0.10778952336321403,2481375.0
511,Joel Freeland,-0.1079841849160322,17850000.0
512,Lucas Nogueira,-0.10857697297902957,10814040.0
513,Harrison Barnes,-0.10897134338085744,18967917.0
514,Tristan Thompson,-0.10933394281406673,37298568.0
515,Myles Turner,-0.10985288887332172,14146560.0
516,Hasheem Thabeet,-0.10989113310456709,16285200.0
517,Eric Bledsoe,-0.11020858694387844,34834307.0
518,Linas Kleiza,-0.1148749997437169,28390000.0
519,Richard Hamilton,-0.1151796348585035,45000000.0
520,Beno Udrih,-0.11523819153821234,25907758.0
521,Charles Jenkins,-0.11622548486767595,3707397.0
522,Trevor Ariza,-0.11690126383213599,45339639.0
523,Alexey Shved,-0.11779176870163874,18733332.0
524,Marcin Gortat,-0.11841456560244391,50688013.0
525,Larry Nance Jr.,-0.11971617923175791,6933600.0
526,Drew Gooden,-0.12086614920656184,22945860.0
527,Earl Boykins,-0.122099146836143,2590726.0
528,Daniel Orton,-0.1225292537677634,6100118.0
529,Jason Thompson,-0.12296183774380214,22355711.0
530,Jason Richardson,-0.1258775623823787,39391719.0
531,DeSagana Diop,-0.12777947489413635,40212000.0
532,Trey Burke,-0.12820960325586805,15291120.0
533,Jawad Williams,-0.13128734725636967,6176334.0
534,Tyus Jones,-0.13147555271368971,7692480.0
535,Joe Harris,-0.13165790662134055,5189814.0
536,JaJuan Johnson,-0.13455097982140288,6394680.0
537,Jared Dudley,-0.13491878772884328,23526068.0
538,Kyle Singler,-0.13569896847678314,11452500.0
539,Andrei Kirilenko,-0.1357763350670332,62321500.8
540,James Michael McAdoo,-0.13737308299002948,3036543.0
541,Josh Childress,-0.14412037238881448,27708778.0
